         0         6   3.21396   3.21396   3.22503
         0         7   3.22503   3.21396   3.21396
         0         8   3.14222   4.65246   3.54737
         0         9   3.14222   4.65246   3.54737
         0        10   4.85962   4.85962   1.86831
         0        11   1.86831   4.85962   4.85962
         0        12   3.54737   4.65246   3.14222
         0        13   3.54737   4.65246   3.14222
         1         6   2.34270   4.76070   4.84681   4.84681
         1         7   4.51236   4.89674   4.51237   4.89675   2.67634
         1         8   3.59182   4.41687   3.31852   4.98992
         1         9   3.59182   4.41687   3.31852   4.98992
         1        10   2.04391   4.71723   4.71723
         1        11   4.91669   2.78931   2.78931   4.73773
         1        12   2.84041   4.82594   4.82905   2.73533
         1        13   4.82904   2.84042   2.73533   4.82595
         2         6   2.67634   4.89675   4.51237   4.89674   4.51236
         2         7   4.84681   4.84681   4.76070   2.34270
         2         8   4.82595   2.73533   2.84042   4.82904
         2         9   2.73533   4.82905   4.82594   2.84041
         2        10   4.73773   2.78931   2.78931   4.91669
         2        11   4.71723   4.71723   2.04391
         2        12   4.98992   3.31852   4.41687   3.59182
         2        13   4.98992   3.31852   4.41687   3.59182
         3         6   4.38029   4.45542   3.16331   3.16330
         3         7   1.67285   4.95327   4.95327
         3         8   4.98177   3.00172   3.49650
         3         9   3.00172   4.98177   3.49650
         3        10   3.94004   4.78822   4.25053   4.78822   4.25053   4.11602
         3        11   4.05460   4.05460   1.98037
         3        12   4.25607   1.51869   4.62644
         3        13   1.51869   4.25607   4.62643
         4         6   4.95327   4.95327   1.67285
         4         7   3.16330   3.16331   4.45542   4.38029
         4         8   4.62643   4.25607   1.51869
         4         9   4.62644   1.51869   4.25607
         4        10   1.98037   4.05460   4.05460
         4        11   4.11602   4.25053   4.78822   4.25053   4.78822   3.94004
         4        12   3.49650   4.98177   3.00172
         4        13   3.49650   3.00172   4.98177
         5         6   4.05425   4.05425   3.11907
         5         7   3.11907   4.05425   4.05425
         5         8   1.77338   4.28913   4.97470
         5         9   4.28913   1.77338   4.97470
         5        10   3.85166   3.85166   2.61458
         5        11   2.61458   3.85166   3.85166
         5        12   4.97470   1.77338   4.28913
         5        13   4.97470   4.28913   1.77338
         6         0   3.22503   3.21396   3.21396
         6         1   4.84681   4.84681   4.76070   2.34270
         6         2   4.51236   4.89674   4.51237   4.89675   2.67634
         6         3   3.16330   3.16331   4.45542   4.38029
         6         4   1.67285   4.95327   4.95327
         6         5   3.11907   4.05425   4.05425
         7         0   3.21396   3.21396   3.22503
         7         1   2.67634   4.89675   4.51237   4.89674   4.51236
         7         2   2.34270   4.76070   4.84681   4.84681
         7         3   4.95327   4.95327   1.67285
         7         4   4.38029   4.45542   3.16331   3.16330
         7         5   4.05425   4.05425   3.11907
         8         0   3.54737   4.65246   3.14222
         8         1   4.98992   3.31852   4.41687   3.59182
         8         2   4.82904   2.84042   2.73533   4.82595
         8         3   3.49650   3.00172   4.98177
         8         4   1.51869   4.25607   4.62643
         8         5   4.97470   4.28913   1.77338
         9         0   3.54737   4.65246   3.14222
         9         1   4.98992   3.31852   4.41687   3.59182
         9         2   2.84041   4.82594   4.82905   2.73533
         9         3   3.49650   4.98177   3.00172
         9         4   4.25607   1.51869   4.62644
         9         5   4.97470   1.77338   4.28913
        10         0   1.86831   4.85962   4.85962
        10         1   4.71723   4.71723   2.04391
        10         2   4.91669   2.78931   2.78931   4.73773
        10         3   4.11602   4.25053   4.78822   4.25053   4.78822   3.94004
        10         4   4.05460   4.05460   1.98037
        10         5   2.61458   3.85166   3.85166
        11         0   4.85962   4.85962   1.86831
        11         1   4.73773   2.78931   2.78931   4.91669
        11         2   2.04391   4.71723   4.71723
        11         3   1.98037   4.05460   4.05460
        11         4   3.94004   4.78822   4.25053   4.78822   4.25053   4.11602
        11         5   3.85166   3.85166   2.61458
        12         0   3.14222   4.65246   3.54737
        12         1   2.73533   4.82905   4.82594   2.84041
        12         2   3.59182   4.41687   3.31852   4.98992
        12         3   4.62644   1.51869   4.25607
        12         4   3.00172   4.98177   3.49650
        12         5   4.28913   1.77338   4.97470
        13         0   3.14222   4.65246   3.54737
        13         1   4.82595   2.73533   2.84042   4.82904
        13         2   3.59182   4.41687   3.31852   4.98992
        13         3   4.62643   4.25607   1.51869
        13         4   4.98177   3.00172   3.49650
        13         5   1.77338   4.28913   4.97470
