         0         4   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         0         5   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         0         6   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         0         7   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         1         4   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         1         5   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         1         6   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         1         7   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         2         4   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         2         5   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         2         6   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         2         7   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         3         4   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         3         5   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         3         6   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         3         7   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         4         0   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         4         1   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         4         2   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         4         3   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         5         0   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         5         1   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         5         2   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         5         3   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         6         0   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         6         1   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         6         2   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
         6         3   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         7         0   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478   3.72478
         7         1   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866
         7         2   4.80866   4.80866   4.80866   2.15050   4.80866   4.80866   2.15050   4.80866   4.80866   4.80866
         7         3   4.80866   4.80866   4.80866   4.80866   2.15050   2.15050   4.80866   4.80866   4.80866   4.80866
