         0         4   2.72343   2.72343   2.72343   2.72343
         0         5   4.84078   2.93439   4.84078   4.84078   2.93439   4.84078
         0         6   4.84078   4.84078   2.93439   2.93439   4.84078   4.84078
         0         7   4.94980   3.11095   4.94980   4.94980   3.11095   4.94980
         0         8   4.94980   4.94980   3.11095   3.11095   4.94980   4.94980
         1         4   4.68958   4.68958   4.68958   4.68958   4.68958   4.68958   4.68958   4.68958
         1         5   4.56739   2.45735   4.56739   4.56739   2.45735   4.56739
         1         6   4.56739   4.56739   2.45735   2.45735   4.56739   4.56739
         1         7   4.54242   2.41063   4.54242   4.54242   2.41063   4.54242
         1         8   4.54242   4.54242   2.41063   2.41063   4.54242   4.54242
         2         4   4.29741   4.29741   1.90925   4.29741   4.29741
         2         5   4.32133   4.32133   1.96251   1.96251   4.32133   4.32133
         2         6   4.32133   1.96251   4.32133   4.32133   1.96251   4.32133
         2         7   3.87261   4.68998   3.87261   4.68998
         2         8   3.87261   4.68998   3.87261   4.68998
         3         4   4.40398   4.40398   2.13836   4.40398   4.40398
         3         5   4.82967   3.74085   4.82967   3.74085
         3         6   4.82967   3.74085   4.82967   3.74085
         3         7   4.31052   4.31052   1.93859   1.93859   4.31052   4.31052
         3         8   4.31052   1.93859   4.31052   4.31052   1.93859   4.31052
         4         0   2.72343   2.72343   2.72343   2.72343
         4         1   4.68958   4.68958   4.68958   4.68958   4.68958   4.68958   4.68958   4.68958
         4         2   4.29741   4.29741   1.90925   4.29741   4.29741
         4         3   4.40398   4.40398   2.13836   4.40398   4.40398
         5         0   4.84078   2.93439   4.84078   4.84078   2.93439   4.84078
         5         1   4.56739   2.45735   4.56739   4.56739   2.45735   4.56739
         5         2   4.32133   4.32133   1.96251   1.96251   4.32133   4.32133
         5         3   3.74085   4.82967   3.74085   4.82967
         6         0   4.84078   4.84078   2.93439   2.93439   4.84078   4.84078
         6         1   4.56739   4.56739   2.45735   2.45735   4.56739   4.56739
         6         2   4.32133   1.96251   4.32133   4.32133   1.96251   4.32133
         6         3   3.74085   4.82967   3.74085   4.82967
         7         0   4.94980   3.11095   4.94980   4.94980   3.11095   4.94980
         7         1   4.54242   2.41063   4.54242   4.54242   2.41063   4.54242
         7         2   4.68998   3.87261   4.68998   3.87261
         7         3   4.31052   4.31052   1.93859   1.93859   4.31052   4.31052
         8         0   4.94980   4.94980   3.11095   3.11095   4.94980   4.94980
         8         1   4.54242   4.54242   2.41063   2.41063   4.54242   4.54242
         8         2   4.68998   3.87261   4.68998   3.87261
         8         3   4.31052   1.93859   4.31052   4.31052   1.93859   4.31052
