         0         4   4.89042   3.94087   3.53083   2.00810
         0         5   2.00810   3.53083   3.94087   4.89042
         0         6   4.60066   2.16340   4.16609   4.01921
         0         7   4.01921   2.16340   4.60066   4.16609
         0         8   3.69944   4.71398   1.85989   4.47140
         0         9   4.71398   4.47140   1.85989   3.69944
         0        10   3.78210   4.76341   3.18265   4.30292   4.95532   4.51444
         0        11   4.95532   4.51444   4.76341   3.78210   4.30292   3.18265
         1         4   4.01921   4.16609   2.16340   4.60066
         1         5   4.16609   4.60066   2.16340   4.01921
         1         6   2.00810   3.53083   3.94087   4.89042
         1         7   4.89042   3.94087   3.53083   2.00810
         1         8   4.51444   4.95532   4.30292   3.18265   4.76341   3.78210
         1         9   3.18265   4.30292   3.78210   4.76341   4.51444   4.95532
         1        10   4.47140   1.85989   4.71398   3.69944
         1        11   3.69944   1.85989   4.47140   4.71398
         2         4   4.72029   3.72440   4.35517   3.24923   4.88619   4.53446
         2         5   4.88619   4.53446   3.72440   4.72029   3.24923   4.35517
         2         6   3.70509   4.64766   4.49552   1.92346
         2         7   4.64766   1.92346   4.49552   3.70509
         2         8   2.11366   4.58541   4.24323   3.96770
         2         9   3.96770   4.58541   2.11366   4.24323
         2        10   3.91238   4.86999   2.01392   3.52384
         2        11   3.52384   2.01392   4.86999   3.91238
         3         4   1.92346   4.49552   4.64766   3.70509
         3         5   3.70509   4.49552   1.92346   4.64766
         3         6   4.53446   4.88619   3.24923   4.35517   3.72440   4.72029
         3         7   4.35517   3.24923   4.72029   3.72440   4.53446   4.88619
         3         8   3.52384   2.01392   4.86999   3.91238
         3         9   3.91238   4.86999   2.01392   3.52384
         3        10   3.96770   4.24323   4.58541   2.11366
         3        11   4.24323   2.11366   4.58541   3.96770
         4         0   2.00810   3.53083   3.94087   4.89042
         4         1   4.60066   2.16340   4.16609   4.01921
         4         2   4.53446   4.88619   3.24923   4.35517   3.72440   4.72029
         4         3   3.70509   4.64766   4.49552   1.92346
         5         0   4.89042   3.94087   3.53083   2.00810
         5         1   4.01921   2.16340   4.60066   4.16609
         5         2   4.35517   3.24923   4.72029   3.72440   4.53446   4.88619
         5         3   4.64766   1.92346   4.49552   3.70509
         6         0   4.01921   4.16609   2.16340   4.60066
         6         1   4.89042   3.94087   3.53083   2.00810
         6         2   1.92346   4.49552   4.64766   3.70509
         6         3   4.72029   3.72440   4.35517   3.24923   4.88619   4.53446
         7         0   4.16609   4.60066   2.16340   4.01921
         7         1   2.00810   3.53083   3.94087   4.89042
         7         2   3.70509   4.49552   1.92346   4.64766
         7         3   4.88619   4.53446   3.72440   4.72029   3.24923   4.35517
         8         0   4.47140   1.85989   4.71398   3.69944
         8         1   3.78210   4.76341   3.18265   4.30292   4.95532   4.51444
         8         2   3.96770   4.24323   4.58541   2.11366
         8         3   3.91238   4.86999   2.01392   3.52384
         9         0   3.69944   1.85989   4.47140   4.71398
         9         1   4.95532   4.51444   4.76341   3.78210   4.30292   3.18265
         9         2   4.24323   2.11366   4.58541   3.96770
         9         3   3.52384   2.01392   4.86999   3.91238
        10         0   4.51444   4.95532   4.30292   3.18265   4.76341   3.78210
        10         1   3.69944   4.71398   1.85989   4.47140
        10         2   3.52384   2.01392   4.86999   3.91238
        10         3   2.11366   4.58541   4.24323   3.96770
        11         0   3.18265   4.30292   3.78210   4.76341   4.51444   4.95532
        11         1   4.71398   4.47140   1.85989   3.69944
        11         2   3.91238   4.86999   2.01392   3.52384
        11         3   3.96770   4.58541   2.11366   4.24323
