cif name= ./7222775.cif
./7222775.cif
Full Formula (Be48 N32)
Reduced Formula: Be3N2
abc   :   8.145180   8.145180   8.145180
angles:  90.000000  90.000000  90.000000
Sites (80)
  #  SP         a       b       c
---  ----  ------  ------  ------
  0  Be    0.3742  0.3965  0.1365
  1  Be    0.3742  0.6035  0.3635
  2  Be    0.6258  0.1035  0.1365
  3  Be    0.6258  0.8965  0.3635
  4  Be    0.1035  0.1365  0.6258
  5  Be    0.6035  0.3635  0.3742
  6  Be    0.8965  0.3635  0.6258
  7  Be    0.3965  0.1365  0.3742
  8  Be    0.8635  0.1258  0.3965
  9  Be    0.1365  0.3742  0.3965
 10  Be    0.6365  0.1258  0.6035
 11  Be    0.3635  0.3742  0.6035
 12  Be    0.6258  0.6035  0.8635
 13  Be    0.6258  0.3965  0.6365
 14  Be    0.3742  0.8965  0.8635
 15  Be    0.3742  0.1035  0.6365
 16  Be    0.8965  0.8635  0.3742
 17  Be    0.3965  0.6365  0.6258
 18  Be    0.1035  0.6365  0.3742
 19  Be    0.6035  0.8635  0.6258
 20  Be    0.1365  0.8742  0.6035
 21  Be    0.8635  0.6258  0.6035
 22  Be    0.3635  0.8742  0.3965
 23  Be    0.6365  0.6258  0.3965
 24  Be    0.8742  0.8965  0.6365
 25  Be    0.8742  0.1035  0.8635
 26  Be    0.1258  0.6035  0.6365
 27  Be    0.1258  0.3965  0.8635
 28  Be    0.6035  0.6365  0.1258
 29  Be    0.1035  0.8635  0.8742
 30  Be    0.3965  0.8635  0.1258
 31  Be    0.8965  0.6365  0.8742
 32  Be    0.3635  0.6258  0.8965
 33  Be    0.6365  0.8742  0.8965
 34  Be    0.1365  0.6258  0.1035
 35  Be    0.8635  0.8742  0.1035
 36  Be    0.1258  0.1035  0.3635
 37  Be    0.1258  0.8965  0.1365
 38  Be    0.8742  0.3965  0.3635
 39  Be    0.8742  0.6035  0.1365
 40  Be    0.3965  0.3635  0.8742
 41  Be    0.8965  0.1365  0.1258
 42  Be    0.6035  0.1365  0.8742
 43  Be    0.1035  0.3635  0.1258
 44  Be    0.6365  0.3742  0.1035
 45  Be    0.3635  0.1258  0.1035
 46  Be    0.8635  0.3742  0.8965
 47  Be    0.1365  0.1258  0.8965
 48  N     0.5     0.25    0.7285
 49  N     0.5     0.75    0.7715
 50  N     0.75    0.2285  0
 51  N     0.75    0.7715  0.5
 52  N     0.2715  0       0.25
 53  N     0.2285  0       0.75
 54  N     0.5     0.75    0.2715
 55  N     0.5     0.25    0.2285
 56  N     0.25    0.7715  0
 57  N     0.25    0.2285  0.5
 58  N     0.7285  0       0.75
 59  N     0.7715  0       0.25
 60  N     0       0       0.5
 61  N     0.5     0.5     0.5
 62  N     0.5     0       0
 63  N     0.5     0       0.5
 64  N     0       0.75    0.2285
 65  N     0       0.25    0.2715
 66  N     0.25    0.7285  0.5
 67  N     0.25    0.2715  0
 68  N     0.7715  0.5     0.75
 69  N     0.7285  0.5     0.25
 70  N     0       0.25    0.7715
 71  N     0       0.75    0.7285
 72  N     0.75    0.2715  0.5
 73  N     0.75    0.7285  0
 74  N     0.2285  0.5     0.25
 75  N     0.2715  0.5     0.75
 76  N     0.5     0.5     0
 77  N     0       0       0
 78  N     0       0.5     0.5
 79  N     0       0.5     0

space_group_IT_number 206

*** lse ***


**isite= 0
