cif name= ./1001143.cif
./1001143.cif
Full Formula (U8 Ti8 Nb16 O80)
Reduced Formula: UTiNb2O10
abc   :   7.280000  12.620000  16.020000
angles:  90.000000  90.000000  90.000000
Sites (112)
  #  SP        a      b      c
---  ----  -----  -----  -----
  0  U6+   0      0      0
  1  U6+   0.25   0.75   0.75
  2  U6+   0      0.5    0.5
  3  U6+   0.25   0.25   0.25
  4  U6+   0.5    0      0.5
  5  U6+   0.75   0.75   0.25
  6  U6+   0.5    0.5    0
  7  U6+   0.75   0.25   0.75
  8  Ti4+  0.5    0      0
  9  Ti4+  0.75   0.75   0.75
 10  Ti4+  0.5    0.5    0.5
 11  Ti4+  0.75   0.25   0.25
 12  Ti4+  0      0      0.5
 13  Ti4+  0.25   0.75   0.25
 14  Ti4+  0      0.5    0
 15  Ti4+  0.25   0.25   0.75
 16  Nb5+  0.5    0      0.765
 17  Nb5+  0      0      0.735
 18  Nb5+  0.75   0.75   0.985
 19  Nb5+  0.75   0.75   0.515
 20  Nb5+  0.5    0.5    0.265
 21  Nb5+  0      0.5    0.235
 22  Nb5+  0.75   0.25   0.485
 23  Nb5+  0.75   0.25   0.015
 24  Nb5+  0      0      0.265
 25  Nb5+  0.5    0      0.235
 26  Nb5+  0.25   0.75   0.485
 27  Nb5+  0.25   0.75   0.015
 28  Nb5+  0      0.5    0.765
 29  Nb5+  0.5    0.5    0.735
 30  Nb5+  0.25   0.25   0.985
 31  Nb5+  0.25   0.25   0.515
 32  O2-   0.803  0.601  0.999
 33  O2-   0.697  0.601  0.501
 34  O2-   0.947  0.649  0.751
 35  O2-   0.553  0.649  0.749
 36  O2-   0.803  0.899  0.501
 37  O2-   0.697  0.899  0.999
 38  O2-   0.947  0.851  0.749
 39  O2-   0.553  0.851  0.751
 40  O2-   0.5    0      0.878
 41  O2-   0      0      0.622
 42  O2-   0.75   0.75   0.872
 43  O2-   0.75   0.75   0.628
 44  O2-   0.5    0      0.612
 45  O2-   0      0      0.888
 46  O2-   0.25   0.75   0.638
