cif name= ./4000211.cif
./4000211.cif
Full Formula (Gd32 B96 O192)
Reduced Formula: Gd(BO2)3
abc   :   8.238130   8.238130  33.637700
angles:  90.000000  90.000000  90.000000
Sites (320)
  #  SP          a        b         c
---  ----  -------  -------  --------
  0  Gd    -0        0.75    0.318806
  1  Gd     0.25     0.5     0.568806
  2  Gd     0        0.25    0.318806
  3  Gd     0.75     0.5     0.568806
  4  Gd     0.5      0.25    0.318806
  5  Gd     0.75     0       0.568806
  6  Gd     0.5      0.75    0.318806
  7  Gd     0.25    -0       0.568806
  8  Gd     0.5      0.25    0.431194
  9  Gd     0.25     0.5     0.181194
 10  Gd     0.5      0.75    0.431194
 11  Gd     0.75     0.5     0.181194
 12  Gd    -0        0.75    0.431194
 13  Gd     0.75    -0       0.181194
 14  Gd     0        0.25    0.431194
 15  Gd     0.25     0       0.181194
 16  Gd     0.5      0.25    0.818806
 17  Gd     0.75    -0       0.068806
 18  Gd     0.5      0.75    0.818806
 19  Gd     0.25     0       0.068806
 20  Gd     0        0.75    0.818806
 21  Gd     0.25     0.5     0.068806
 22  Gd    -0        0.25    0.818806
 23  Gd     0.75     0.5     0.068806
 24  Gd     0        0.75    0.931194
 25  Gd     0.75     0       0.681194
 26  Gd    -0        0.25    0.931194
 27  Gd     0.25    -0       0.681194
 28  Gd     0.5      0.25    0.931194
 29  Gd     0.25     0.5     0.681194
 30  Gd     0.5      0.75    0.931194
 31  Gd     0.75     0.5     0.681194
 32  B      0.7672   0.9828  0.375
 33  B      0.5172   0.7672  0.125
 34  B      0.2328   0.0172  0.375
 35  B      0.4828   0.2328  0.125
 36  B      0.7328   0.4828  0.375
 37  B      0.0172   0.7328  0.125
 38  B      0.2672   0.5172  0.375
 39  B      0.9828   0.2672  0.125
 40  B      0.7328   0.0172  0.375
 41  B      0.4828   0.7328  0.125
 42  B      0.2672   0.9828  0.375
 43  B      0.5172   0.2672  0.125
 44  B      0.7672   0.5172  0.375
 45  B      0.9828   0.7672  0.125
 46  B      0.2328   0.4828  0.375
 47  B      0.0172   0.2328  0.125
 48  B      0.3713   0.8412  0.2712
 49  B      0.1588   0.8713  0.5212
 50  B      0.6287   0.1588  0.2712
 51  B      0.8412   0.1287  0.5212
 52  B      0.1287   0.3412  0.2712
 53  B      0.6588   0.6287  0.5212
 54  B      0.8713   0.6588  0.2712
 55  B      0.3412   0.3713  0.5212
 56  B      0.1287   0.1588  0.4788
 57  B      0.3412   0.1287  0.2288
 58  B      0.8713   0.8412  0.4788
 59  B      0.6588   0.8713  0.2288
 60  B      0.3713   0.6588  0.4788
 61  B      0.8412   0.3713  0.2288
 62  B      0.6287   0.3412  0.4788
 63  B      0.1588   0.6287  0.2288
 64  B      0.6084   0.9057  0.3147
 65  B      0.0943   0.1084  0.5647
 66  B      0.3916   0.0943  0.3147
 67  B      0.9057   0.8916  0.5647
 68  B      0.8916   0.4057  0.3147
 69  B      0.5943   0.3916  0.5647
 70  B      0.1084   0.5943  0.3147
 71  B      0.4057   0.6084  0.5647
 72  B      0.8916   0.0943  0.4353
 73  B      0.4057   0.8916  0.1853
 74  B      0.1084   0.9057  0.4353
 75  B      0.5943   0.1084  0.1853
 76  B      0.6084   0.5943  0.4353
 77  B      0.9057   0.6084  0.1853
 78  B      0.3916   0.4057  0.4353
 79  B      0.0943   0.3916  0.1853
 80  B      0.2672   0.4828  0.875
 81  B      0.0172   0.2672  0.625
 82  B      0.7328   0.5172  0.875
 83  B      0.9828   0.7328  0.625
 84  B      0.2328   0.9828  0.875
 85  B      0.5172   0.2328  0.625
 86  B      0.7672   0.0172  0.875
 87  B      0.4828   0.7672  0.625
 88  B      0.2328   0.5172  0.875
 89  B      0.9828   0.2328  0.625
 90  B      0.7672   0.4828  0.875
 91  B      0.0172   0.7672  0.625
 92  B      0.2672   0.0172  0.875
 93  B      0.4828   0.2672  0.625
 94  B      0.7328   0.9828  0.875
 95  B      0.5172   0.7328  0.625
 96  B      0.8713   0.3412  0.7712
 97  B      0.6588   0.3713  0.0212
 98  B      0.1287   0.6588  0.7712
 99  B      0.3412   0.6287  0.0212
100  B      0.6287   0.8412  0.7712
101  B      0.1588   0.1287  0.0212
102  B      0.3713   0.1588  0.7712
103  B      0.8412   0.8713  0.0212
104  B      0.6287   0.6588  0.9788
105  B      0.8412   0.6287  0.7288
106  B      0.3713   0.3412  0.9788
107  B      0.1588   0.3713  0.7288
108  B      0.8713   0.1588  0.9788
109  B      0.3412   0.8713  0.7288
110  B      0.1287   0.8412  0.9788
111  B      0.6588   0.1287  0.7288
112  B      0.1084   0.4057  0.8147
113  B      0.5943   0.6084  0.0647
114  B      0.8916   0.5943  0.8147
115  B      0.4057   0.3916  0.0647
116  B      0.3916   0.9057  0.8147
117  B      0.0943   0.8916  0.0647
118  B      0.6084   0.0943  0.8147
119  B      0.9057   0.1084  0.0647
120  B      0.3916   0.5943  0.9353
121  B      0.9057   0.3916  0.6853
122  B      0.6084   0.4057  0.9353
123  B      0.0943   0.6084  0.6853
124  B      0.1084   0.0943  0.9353
125  B      0.4057   0.1084  0.6853
126  B      0.8916   0.9057  0.9353
127  B      0.5943   0.8916  0.6853
128  O      0.4711   0.9536  0.29775
129  O      0.0464   0.9711  0.54775
130  O      0.5289   0.0464  0.29775
131  O      0.9536   0.0289  0.54775
132  O      0.0289   0.4536  0.29775
133  O      0.5464   0.5289  0.54775
134  O      0.9711   0.5464  0.29775
135  O      0.4536   0.4711  0.54775
136  O      0.0289   0.0464  0.45225
137  O      0.4536   0.0289  0.20225
138  O      0.9711   0.9536  0.45225
139  O      0.5464   0.9711  0.20225
140  O      0.4711   0.5464  0.45225
141  O      0.9536   0.4711  0.20225
142  O      0.5289   0.4536  0.45225
143  O      0.0464   0.5289  0.20225
144  O      0.5      0.75    0.24939
145  O      0.25    -0       0.49939
146  O      0.5      0.25    0.24939
147  O      0.75     0       0.49939
148  O      0        0.25    0.24939
149  O      0.75     0.5     0.49939
150  O     -0        0.75    0.24939
151  O      0.25     0.5     0.49939
152  O      0        0.25    0.50061
153  O      0.25     0       0.25061
154  O     -0        0.75    0.50061
155  O      0.75    -0       0.25061
156  O      0.5      0.75    0.50061
157  O      0.75     0.5     0.25061
158  O      0.5      0.25    0.50061
159  O      0.25     0.5     0.25061
160  O      0.6999   0.7798  0.30286
161  O      0.2202   0.1999  0.55286
162  O      0.3001   0.2202  0.30286
163  O      0.7798   0.8001  0.55286
