cif name= ./9015032.cif
./9015032.cif
Full Formula (Fe18 Si18 O54)
Reduced Formula: FeSiO3
abc   :   6.628000   7.467000  20.553454
angles:  83.851443  81.625399  84.510000
Sites (90)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Fe    0.94866  0.03603  0.58111
  1  Fe    0.05134  0.96397  0.41889
  2  Fe    0.80817  0.0555   0.74007
  3  Fe    0.19183  0.9445   0.25993
  4  Fe    0.97023  0.6556   0.1937
  5  Fe    0.02977  0.3444   0.8063
  6  Fe    0.88811  0.35626  0.96644
  7  Fe    0.11189  0.64374  0.03356
  8  Fe    0.61078  0.79195  0.65928
  9  Fe    0.38922  0.20805  0.34072
 10  Fe    0.80849  0.68363  0.51388
 11  Fe    0.19151  0.31637  0.48612
 12  Fe    0.85472  0.67649  0.34903
 13  Fe    0.14528  0.32351  0.65097
 14  Fe    0.69428  0.08582  0.89202
 15  Fe    0.30572  0.91418  0.10798
 16  Fe    0.77982  0.3893   0.11875
 17  Fe    0.22018  0.6107   0.88125
 18  Si    0.76155  0.30949  0.44839
 19  Si    0.23845  0.69051  0.55161
 20  Si    0.89619  0.28339  0.30597
 21  Si    0.10381  0.71661  0.69403
 22  Si    0.70398  0.02125  0.23712
 23  Si    0.29602  0.97875  0.76288
 24  Si    0.82246  0.99588  0.08802
 25  Si    0.17754  0.00412  0.91198
 26  Si    0.62611  0.72897  0.01594
 27  Si    0.37389  0.27103  0.98406
 28  Si    0.7412   0.70373  0.86539
 29  Si    0.2588   0.29627  0.13461
 30  Si    0.54343  0.43226  0.79586
 31  Si    0.45657  0.56774  0.20414
 32  Si    0.66277  0.40176  0.64795
 33  Si    0.33723  0.59824  0.35205
 34  Si    0.48502  0.15489  0.56869
 35  Si    0.51498  0.84511  0.43131
 36  O     0.05554  0.82326  0.5225
 37  O     0.94446  0.17674  0.4775
 38  O     0.91535  0.85665  0.67413
 39  O     0.08465  0.14335  0.32587
 40  O     0.12996  0.13827  0.74041
 41  O     0.87004  0.86173  0.25959
 42  O     0.99014  0.15309  0.90051
 43  O     0.00986  0.84691  0.09949
 44  O     0.20001  0.43116  0.97009
 45  O     0.79999  0.56884  0.02991
 46  O     0.07765  0.45307  0.1251
 47  O     0.92235  0.54693  0.8749
 48  O     0.27772  0.72729  0.19454
 49  O     0.72228  0.27271  0.80546
 50  O     0.84792  0.24646  0.65197
 51  O     0.15208  0.75354  0.34803
 52  O     0.35209  0.01383  0.42184
 53  O     0.64791  0.98617  0.57816
 54  O     0.24385  0.12595  0.57407
 55  O     0.75615  0.87405  0.42593
 56  O     0.17039  0.48945  0.55623
 57  O     0.82961  0.51055  0.44377
 58  O     0.95076  0.48763  0.28516
 59  O     0.04924  0.51237  0.71484
 60  O     0.52015  0.98037  0.72128
 61  O     0.47985  0.01963  0.27872
 62  O     0.87702  0.19581  0.05869
 63  O     0.12298  0.80419  0.94131
 64  O     0.39814  0.70446  0.05232
 65  O     0.60186  0.29554  0.94768
 66  O     0.79789  0.89614  0.82816
 67  O     0.20211  0.10386  0.17184
 68  O     0.68729  0.60296  0.17404
 69  O     0.31271  0.39704  0.82596
 70  O     0.7153   0.58441  0.60321
 71  O     0.2847   0.41559  0.39679
 72  O     0.72145  0.27154  0.37351
 73  O     0.27855  0.72846  0.62649
 74  O     0.2108   0.7844   0.75302
 75  O     0.7892   0.2156   0.24698
 76  O     0.31869  0.97713  0.84047
 77  O     0.68131  0.02287  0.15953
 78  O     0.67792  0.9193   0.04091
