cif name= ./2019133.cif
./2019133.cif
Full Formula (K12 Ge24 O54)
Reduced Formula: K2Ge4O9
abc   :  11.846100  11.846100   9.800900
angles:  90.000000  90.000000 120.000000
Sites (90)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.33657   0.3348    0.07196
  1  K     0.6652    0.00177   0.07196
  2  K     0.99823   0.66343   0.07196
  3  K     0.00177   0.6652    0.42804
  4  K     0.66343   0.99823   0.42804
  5  K     0.3348    0.33657   0.42804
  6  K     0.66343   0.6652    0.92804
  7  K     0.3348    0.99823   0.92804
  8  K     0.00177   0.33657   0.92804
  9  K     0.99823   0.3348    0.57196
 10  K     0.33657   0.00177   0.57196
 11  K     0.6652    0.66343   0.57196
 12  Ge    0         0         0
 13  Ge    0         0         0.5
 14  Ge    0.17619   0.17619   0.75
 15  Ge    0.82381   0         0.75
 16  Ge    0         0.82381   0.75
 17  Ge    0.82381   0.82381   0.25
 18  Ge    0.17619   0         0.25
 19  Ge    0         0.17619   0.25
 20  Ge    0.486079  0.335234  0.785931
 21  Ge    0.664766  0.150845  0.785931
 22  Ge    0.849155  0.513921  0.785931
 23  Ge    0.150845  0.664766  0.714069
 24  Ge    0.513921  0.849155  0.714069
 25  Ge    0.335234  0.486079  0.714069
 26  Ge    0.513921  0.664766  0.214069
 27  Ge    0.335234  0.849155  0.214069
 28  Ge    0.150845  0.486079  0.214069
 29  Ge    0.849155  0.335234  0.285931
 30  Ge    0.486079  0.150845  0.285931
 31  Ge    0.664766  0.513921  0.285931
 32  Ge    0.666667  0.333333  0.53798
 33  Ge    0.333333  0.666667  0.96202
 34  Ge    0.333333  0.666667  0.46202
 35  Ge    0.666667  0.333333  0.03798
 36  O     0.06988   0.14984   0.88487
 37  O     0.85016   0.92004   0.88487
 38  O     0.07996   0.93012   0.88487
 39  O     0.92004   0.85016   0.61513
 40  O     0.93012   0.07996   0.61513
 41  O     0.14984   0.06988   0.61513
 42  O     0.93012   0.85016   0.11513
 43  O     0.14984   0.07996   0.11513
 44  O     0.92004   0.06988   0.11513
 45  O     0.07996   0.14984   0.38487
 46  O     0.06988   0.92004   0.38487
 47  O     0.85016   0.93012   0.38487
 48  O     0.32552   0.21187   0.83163
 49  O     0.78813   0.11365   0.83163
 50  O     0.88635   0.67448   0.83163
 51  O     0.11365   0.78813   0.66837
 52  O     0.67448   0.88635   0.66837
 53  O     0.21187   0.32552   0.66837
 54  O     0.67448   0.78813   0.16837
 55  O     0.21187   0.88635   0.16837
 56  O     0.11365   0.32552   0.16837
 57  O     0.88635   0.21187   0.33163
 58  O     0.32552   0.11365   0.33163
 59  O     0.78813   0.67448   0.33163
 60  O     0.51615   0.26357   0.6483
 61  O     0.73643   0.25258   0.6483
 62  O     0.74742   0.48385   0.6483
 63  O     0.25258   0.73643   0.8517
 64  O     0.48385   0.74742   0.8517
 65  O     0.26357   0.51615   0.8517
 66  O     0.48385   0.73643   0.3517
 67  O     0.26357   0.74742   0.3517
 68  O     0.25258   0.51615   0.3517
 69  O     0.74742   0.26357   0.1483
 70  O     0.51615   0.25258   0.1483
 71  O     0.73643   0.48385   0.1483
 72  O     0.5817    0.39769   0.93018
 73  O     0.60231   0.18401   0.93018
 74  O     0.81599   0.4183    0.93018
 75  O     0.18401   0.60231   0.56982
 76  O     0.4183    0.81599   0.56982
 77  O     0.39769   0.5817    0.56982
 78  O     0.4183    0.60231   0.06982
 79  O     0.39769   0.81599   0.06982
 80  O     0.18401   0.5817    0.06982
 81  O     0.81599   0.39769   0.43018
 82  O     0.5817    0.18401   0.43018
 83  O     0.60231   0.4183    0.43018
 84  O     0.47618   0.47618   0.75
 85  O     0.52382   0         0.75
 86  O     0         0.52382   0.75
