cif name= ./1528265.cif
./1528265.cif
Full Formula (Rb8 Be12 Cd8 F48)
Reduced Formula: Rb2Be3Cd2F12
abc   :  10.385000  10.385000  10.385000
angles:  90.000000  90.000000  90.000000
Sites (76)
  #  SP        a      b      c
---  ----  -----  -----  -----
  0  Rb    0.068  0.068  0.068
  1  Rb    0.432  0.932  0.568
  2  Rb    0.568  0.432  0.932
  3  Rb    0.932  0.568  0.432
  4  Rb    0.296  0.296  0.296
  5  Rb    0.204  0.704  0.796
  6  Rb    0.796  0.204  0.704
  7  Rb    0.704  0.796  0.204
  8  Be    0.625  0.467  0.268
  9  Be    0.875  0.533  0.768
 10  Be    0.125  0.033  0.732
 11  Be    0.375  0.967  0.232
 12  Be    0.268  0.625  0.467
 13  Be    0.232  0.375  0.967
 14  Be    0.768  0.875  0.533
 15  Be    0.732  0.125  0.033
 16  Be    0.467  0.268  0.625
 17  Be    0.967  0.232  0.375
 18  Be    0.533  0.768  0.875
 19  Be    0.033  0.732  0.125
 20  Cd    0.842  0.842  0.842
 21  Cd    0.658  0.158  0.342
 22  Cd    0.342  0.658  0.158
 23  Cd    0.158  0.342  0.658
 24  Cd    0.577  0.577  0.577
 25  Cd    0.923  0.423  0.077
 26  Cd    0.077  0.923  0.423
 27  Cd    0.423  0.077  0.923
 28  F     0.571  0.339  0.254
 29  F     0.929  0.661  0.754
 30  F     0.071  0.161  0.746
 31  F     0.429  0.839  0.246
 32  F     0.254  0.571  0.339
 33  F     0.246  0.429  0.839
 34  F     0.754  0.929  0.661
 35  F     0.746  0.071  0.161
 36  F     0.339  0.254  0.571
 37  F     0.839  0.246  0.429
 38  F     0.661  0.754  0.929
 39  F     0.161  0.746  0.071
 40  F     0.755  0.479  0.191
 41  F     0.745  0.521  0.691
 42  F     0.255  0.021  0.809
 43  F     0.245  0.979  0.309
 44  F     0.191  0.755  0.479
 45  F     0.309  0.245  0.979
 46  F     0.691  0.745  0.521
 47  F     0.809  0.255  0.021
 48  F     0.479  0.191  0.755
 49  F     0.979  0.309  0.245
 50  F     0.521  0.691  0.745
 51  F     0.021  0.809  0.255
 52  F     0.664  0.494  0.414
 53  F     0.836  0.506  0.914
 54  F     0.164  0.006  0.586
 55  F     0.336  0.994  0.086
 56  F     0.414  0.664  0.494
 57  F     0.086  0.336  0.994
 58  F     0.914  0.836  0.506
 59  F     0.586  0.164  0.006
 60  F     0.494  0.414  0.664
 61  F     0.994  0.086  0.336
 62  F     0.506  0.914  0.836
 63  F     0.006  0.586  0.164
 64  F     0.529  0.558  0.215
 65  F     0.971  0.442  0.715
 66  F     0.029  0.942  0.785
 67  F     0.471  0.058  0.285
 68  F     0.215  0.529  0.558
 69  F     0.285  0.471  0.058
 70  F     0.715  0.971  0.442
 71  F     0.785  0.029  0.942
 72  F     0.558  0.215  0.529
 73  F     0.058  0.285  0.471
 74  F     0.442  0.715  0.971
 75  F     0.942  0.785  0.029

space_group_IT_number 198

*** lse ***


**isite= 0
Rb1 : [0.70618 0.70618 0.70618]

ce_symbol  = TT:12
ce_fraction=  1.0
species:coords:index
F1 : [-0.60233  -2.232775  0.301165] : 75
F1 : [ 2.648175  0.218085 -1.983535] : 42
F1 : [ 3.208965  2.544325 -0.218085] : 45
F1 : [-0.06231  0.89311  3.48936] : 61
F1 : [ 0.89311  3.48936 -0.06231] : 57
F1 : [-1.983535  2.648175  0.218085] : 47
F1 : [ 3.48936 -0.06231  0.89311] : 55
F1 : [ 0.218085 -1.983535  2.648175] : 51
F1 : [-0.218085  3.208965  2.544325] : 49
F1 : [ 0.301165 -0.60233  -2.232775] : 66
F1 : [-2.232775  0.301165 -0.60233 ] : 71
F1 : [ 2.544325 -0.218085  3.208965] : 43
!!!atention to nb coordination!!!
         [3.242482391987659, 3.353229501581274, 3.2399036386094884, 2.8933735703154553, 2.8933735703154553, 3.353229501581274, 2.8933735703154553, 3.353229501581274, 3.2399036386094884, 3.242482391987659, 3.242482391987659, 3.2399036386094884]
         [3.242482391987658, 3.353229501581275, 3.2399036386094884, 2.8933735703154553, 2.8933735703154553, 3.353229501581275, 2.8933735703154553, 3.353229501581275, 3.2399036386094884, 3.242482391987658, 3.242482391987658, 3.2399036386094884]


**isite= 1
Rb1 : [4.48632 9.67882 5.89868]

ce_symbol  = TT:12
ce_fraction=  1.0
species:coords:index
F1 : [ 4.891335 10.98733   2.959725] : 67
F1 : [ 5.79483  12.617775  5.493665] : 72
F1 : [ 2.544325 10.166915  3.208965] : 43
F1 : [ 4.974415 12.368535  7.840675] : 48
F1 : [1.983535 7.840675 4.974415] : 44
F1 : [ 1.70314 10.44731  6.08561] : 54
F1 : [4.29939 6.89564 5.13019] : 56
F1 : [ 2.648175 10.603085  8.401465] : 42
F1 : [5.25481 9.49189 8.68186] : 62
F1 : [7.176035 7.736825 5.410585] : 46
F1 : [5.410585 7.176035 7.736825] : 50
F1 : [ 7.425275 10.083835  4.59017 ] : 70
!!!atention to nb coordination!!!
         [3.2424823919876586, 3.242482391987661, 3.353229501581275, 3.3532295015812768, 3.239903638609487, 2.893373570315456, 2.893373570315453, 3.239903638609489, 2.893373570315456, 3.353229501581274, 3.2399036386094866, 3.242482391987659]
         [3.242482391987659, 3.2424823919876604, 3.3532295015812754, 3.353229501581276, 3.2399036386094884, 2.893373570315456, 2.893373570315454, 3.239903638609488, 2.8933735703154544, 3.3532295015812736, 3.239903638609487, 3.2424823919876586]


**isite= 2
Rb1 : [5.89868 4.48632 9.67882]

ce_symbol  = TT:12
ce_fraction=  1.0
species:coords:index
F1 : [ 2.959725  4.891335 10.98733 ] : 69
F1 : [4.974415 1.983535 7.840675] : 48
F1 : [5.13019 4.29939 6.89564] : 60
F1 : [ 6.08561  1.70314 10.44731] : 59
F1 : [5.410585 7.176035 7.736825] : 50
F1 : [ 4.59017   7.425275 10.083835] : 74
F1 : [ 3.208965  2.544325 10.166915] : 45
F1 : [ 5.493665  5.79483  12.617775] : 64
F1 : [7.736825 5.410585 7.176035] : 41
F1 : [ 8.401465  2.648175 10.603085] : 47
F1 : [ 7.840675  4.974415 12.368535] : 40
F1 : [8.68186 5.25481 9.49189] : 53
!!!atention to nb coordination!!!
         [3.2424823919876586, 3.239903638609487, 2.893373570315453, 2.893373570315456, 3.353229501581274, 3.242482391987659, 3.353229501581275, 3.2424823919876604, 3.2399036386094866, 3.239903638609489, 3.3532295015812763, 2.8933735703154566]
         [3.242482391987659, 3.2399036386094884, 2.893373570315454, 2.8933735703154557, 3.3532295015812736, 3.2424823919876586, 3.3532295015812754, 3.2424823919876604, 3.239903638609487, 3.239903638609488, 3.353229501581276, 2.8933735703154544]


**isite= 3
Rb1 : [9.67882 5.89868 4.48632]

ce_symbol  = TT:12
ce_fraction=  1.0
species:coords:index
F1 : [10.603085  8.401465  2.648175] : 51
F1 : [7.176035 7.736825 5.410585] : 46
F1 : [9.49189 8.68186 5.25481] : 58
F1 : [10.44731  6.08561  1.70314] : 63
F1 : [6.89564 5.13019 4.29939] : 52
F1 : [7.736825 5.410585 7.176035] : 41
F1 : [12.368535  7.840675  4.974415] : 44
F1 : [12.617775  5.493665  5.79483 ] : 68
F1 : [7.840675 4.974415 1.983535] : 40
F1 : [10.083835  4.59017   7.425275] : 65
F1 : [10.166915  3.208965  2.544325] : 49
F1 : [10.98733   2.959725  4.891335] : 73
!!!atention to nb coordination!!!
